run_id,latency_key,local_order_id,parent_id,route_id,exchange_order_id,symbol,symbol_id,position_id,position_direction,order_role,action,side,reduce_only,status,finish_reason,reject_reason,request_sequence,encoded_request_id,trigger_exchange_ns,trigger_local_ns,on_book_ticker_entry_ns,signal_decision_ns,lead_exchange_ns,lead_local_ns,signal_lead_id,lead_freshness_ns,lag_exchange_ns,lag_local_ns,signal_lag_id,lag_freshness_ns,max_lead_freshness_ns,max_lag_freshness_ns,freshness_guard_pass,freshness_reject_reason,request_send_local_ns,ack_local_receive_ns,response_local_receive_ns,order_finished_local_ns,ack_exchange_ns,ack_exchange_request_ingress_ns,ack_exchange_response_egress_ns,ack_exchange_process_ns,ack_lead_id,ack_lag_id,accepted_lead_id,accepted_lag_id,partial_filled_lead_id,partial_filled_lag_id,filled_lead_id,filled_lag_id,cancelled_lead_id,cancelled_lag_id,rejected_lead_id,rejected_lag_id,unknown_result_lead_id,unknown_result_lag_id,cancel_accepted_lead_id,cancel_accepted_lag_id,cancel_rejected_lead_id,cancel_rejected_lag_id,continuity_lost_lead_id,continuity_lost_lag_id,response_exchange_ns,accepted_exchange_ns,finish_exchange_ns,ack_rtt_ns,response_rtt_ns,send_to_ack_local_ns,send_to_response_local_ns,send_to_finish_local_ns,ack_to_finish_local_ns,bbo_to_strategy_ns,strategy_to_signal_ns,signal_to_request_send_ns,trigger_to_request_send_ns,ack_exchange_to_local_ns,response_exchange_to_local_ns,exchange_lifecycle_ns,order_session_id,owner_thread_cpu,owner_thread_tid,local_ip,local_port,remote_ip,remote_port,send_cpu,ack_cpu,diagnostic_cpu,tcp_info_available,tcp_info_rtt_us,tcp_info_rttvar_us,tcp_info_retrans,tcp_info_total_retrans,tcp_info_unacked,tcp_info_snd_cwnd,latency_diagnostic_reason,latency_diagnostic_ack_rtt_ns,send_to_first_after_hook_ns,send_to_first_drive_read_ns,drive_read_duration_ns,max_observed_drive_read_duration_ns,latency_diagnostic_inflight_at_send,max_runtime_loop_gap_ns,runtime_loop_iterations_before_ack,order_encode_done_ns,ws_frame_encode_done_ns,write_enqueue_ns,drive_write_enter_ns,write_some_enter_ns,write_some_return_ns,write_complete_ns,write_some_bytes,write_complete_bytes,write_errno,write_eagain,pending_write_count_after,socket_send_queue_available,tcp_sendq_bytes,tcp_notsent_bytes,warnings
bitget_lead_lag_top20_highspeed_20260715T154837Z,bitget_lead_lag_top20_highspeed_20260715T154837Z:432345564227567627,432345564227567627,9,0,1461319243787808776,TACUSDT,411,1,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,,,1784131578393000000,1784131578393967235,1784131578393967548,1784131578393968665,1784131578393000000,1784131578393967235,11054937031984,968665,1784131578390000000,1784131578390663978,370767222626,3968665,3000000,200000000,true,-,1784131578393987306,1784131578396313317,0,1784131578398236582,1784131578396000000,,,,11054937032420,370767222711,,,,,,,11054937032879,370767222771,,,,,,,,,,,0,0,1784131578396000000,2326011,0,2326011,-1784131578393987306,4249276,1923265,313,1117,18641,20071,313317,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bitget_lead_lag_top20_highspeed_20260715T154837Z,bitget_lead_lag_top20_highspeed_20260715T154837Z:432345564227567628,432345564227567628,10,0,1461319250700021765,TACUSDT,411,2,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,,,1784131580041000000,1784131580042068879,1784131580042069180,1784131580042069990,1784131580041000000,1784131580042068879,11054937286989,1069990,1784131580000000000,1784131580001162137,370767235295,42069990,3000000,200000000,true,-,1784131580042078734,1784131580044390192,0,1784131580046066759,1784131580044000000,,,,11054937287532,370767235685,,,,,,,11054937287986,370767235760,,,,,,,,,,,0,0,1784131580044000000,2311458,0,2311458,-1784131580042078734,3988025,1676567,301,810,8744,9855,390192,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bitget_lead_lag_top20_highspeed_20260715T154837Z,bitget_lead_lag_top20_highspeed_20260715T154837Z:432345564227567629,432345564227567629,11,0,1461319333319421953,HUSDT,211,3,kLong,entry,kOpenLong,kBuy,false,kPartiallyCancelled,kImmediateOrCancel,kUnknown,,,1784131599739000000,1784131599740413584,1784131599740413866,1784131599740414970,1784131599739000000,1784131599740413584,11054940122269,1414970,1784131599722000000,1784131599722643059,370767435399,18414970,3000000,200000000,true,-,1784131599740431671,1784131599742692351,0,1784131599744676214,1784131599742000000,,,,11054940122974,370767435565,,,11054940123394,370767435599,,,11054940123394,370767435599,,,,,,,,,,,0,0,1784131599742000000,2260680,0,2260680,-1784131599740431671,4244543,1983863,282,1104,16701,18087,692351,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bitget_lead_lag_top20_highspeed_20260715T154837Z,bitget_lead_lag_top20_highspeed_20260715T154837Z:432345564227567630,432345564227567630,11,0,1461319333776601094,HUSDT,211,3,kLong,exit,kCloseLong,kSell,true,kFilled,kUnknown,kUnknown,,,1784131599848000000,1784131599849440957,1784131599849441258,1784131599849441446,1784131599848000000,1784131599849440957,11054940141832,1441446,1784131599848000000,1784131599848862251,370767436989,1441446,3000000,200000000,true,-,1784131599849442477,1784131599851631787,0,1784131599853692284,1784131599851000000,,,,11054940142351,370767437009,,,,,11054940142809,370767437022,,,,,,,,,,,,,0,0,1784131599851000000,2189310,0,2189310,-1784131599849442477,4249807,2060497,301,188,1031,1520,631787,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bitget_lead_lag_top20_highspeed_20260715T154837Z,bitget_lead_lag_top20_highspeed_20260715T154837Z:432345564227567631,432345564227567631,12,0,1461320239003873283,RAVEUSDT,347,2,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,,,1784131815671000000,1784131815672231988,1784131815672232331,1784131815672233551,1784131815671000000,1784131815672231988,11054970384364,1233551,1784131815664000000,1784131815664799648,657455536147,8233551,3000000,200000000,true,-,1784131815672252826,1784131815674576209,0,1784131815676393192,1784131815674000000,,,,11054970384783,657455536256,,,,,,,11054970385061,657455536363,,,,,,,,,,,0,0,1784131815674000000,2323383,0,2323383,-1784131815672252826,4140366,1816983,343,1220,19275,20838,576209,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bitget_lead_lag_top20_highspeed_20260715T154837Z,bitget_lead_lag_top20_highspeed_20260715T154837Z:432345564227567632,432345564227567632,13,0,1461320541929091079,TACUSDT,411,3,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,,,1784131887894000000,1784131887895015125,1784131887895015513,1784131887895015848,1784131887894000000,1784131887895015125,11054981641520,1015848,1784131887894000000,1784131887895011563,370769708010,1015848,3000000,200000000,true,-,1784131887895029454,1784131887897542333,0,1784131887899231225,1784131887897000000,,,,11054981642056,370769708166,,,,,,,11054981642382,370769708203,,,,,,,,,,,0,0,1784131887897000000,2512879,0,2512879,-1784131887895029454,4201771,1688892,388,335,13606,14329,542333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bitget_lead_lag_top20_highspeed_20260715T154837Z,bitget_lead_lag_top20_highspeed_20260715T154837Z:432345564227567633,432345564227567633,14,0,1461320545481666568,TACUSDT,411,4,kShort,entry,kOpenShort,kSell,false,kFilled,kUnknown,kUnknown,,,1784131888741000000,1784131888741446090,1784131888741446421,1784131888741447230,1784131888741000000,1784131888741446090,11054981742478,447230,1784131888740000000,1784131888740337630,370769713225,1447230,3000000,200000000,true,-,1784131888741452208,1784131888743986312,0,1784131888745809376,1784131888743000000,,,,11054981742720,370769713293,,,,,11054981742840,370769713334,,,,,,,,,,,,,0,0,1784131888743000000,2534104,0,2534104,-1784131888741452208,4357168,1823064,331,809,4978,6118,986312,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bitget_lead_lag_top20_highspeed_20260715T154837Z,bitget_lead_lag_top20_highspeed_20260715T154837Z:432345564227567634,432345564227567634,14,0,1461320545670410240,TACUSDT,411,4,kShort,exit,kCloseShort,kBuy,true,kFilled,kUnknown,kUnknown,,,1784131888786000000,1784131888786642101,1784131888786642475,1784131888786642725,1784131888767000000,1784131888768558382,11054981744541,19642725,1784131888786000000,1784131888786642101,370769713526,642725,3000000,200000000,true,-,1784131888786643535,1784131888788760497,0,1784131888790722016,1784131888788000000,,,,11054981744541,370769713526,,,,,11054981744541,370769713595,,,,,,,,,,,,,0,0,1784131888788000000,2116962,0,2116962,-1784131888786643535,4078481,1961519,374,250,810,1434,760497,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bitget_lead_lag_top20_highspeed_20260715T154837Z,bitget_lead_lag_top20_highspeed_20260715T154837Z:432345564227567635,432345564227567635,15,0,1461320547377491969,TACUSDT,411,5,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,,,1784131889194000000,1784131889194588963,1784131889194589358,1784131889194589732,1784131889194000000,1784131889194588963,11054981801532,589732,1784131889193000000,1784131889193305670,370769716526,1589732,3000000,200000000,true,-,1784131889194593193,1784131889196855235,0,1784131889198651119,1784131889196000000,,,,11054981801959,370769716569,,,,,,,11054981802418,370769716639,,,,,,,,,,,0,0,1784131889196000000,2262042,0,2262042,-1784131889194593193,4057926,1795884,395,374,3461,4230,855235,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bitget_lead_lag_top20_highspeed_20260715T154837Z,bitget_lead_lag_top20_highspeed_20260715T154837Z:432345564227567636,432345564227567636,16,0,1461320707369218080,UBUSDT,438,1,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,,,1784131927338000000,1784131927339081546,1784131927339082020,1784131927339083384,1784131927338000000,1784131927339081546,11054986643927,1083384,1784131927313000000,1784131927313656025,370770011444,26083384,3000000,200000000,true,-,1784131927339100372,1784131927341664833,0,1784131927343529595,1784131927341000000,,,,11054986644817,370770011949,,,,,,,11054986645348,370770012170,,,,,,,,,,,0,0,1784131927341000000,2564461,0,2564461,-1784131927339100372,4429223,1864762,474,1364,16988,18826,664833,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bitget_lead_lag_top20_highspeed_20260715T154837Z,bitget_lead_lag_top20_highspeed_20260715T154837Z:432345564227567637,432345564227567637,17,0,1461320828332945411,HUSDT,211,4,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,,,1784131956178000000,1784131956178774300,1784131956178774871,1784131956178775850,1784131956178000000,1784131956178774300,11054990581856,775850,1784131956177000000,1784131956177614088,370770239414,1775850,3000000,200000000,true,-,1784131956178793332,1784131956181052025,0,1784131956185035917,1784131956180000000,,,,11054990582661,370770239496,,,,,,,11054990583912,370770239583,,,,,,,,,,,0,0,1784131956180000000,2258693,0,2258693,-1784131956178793332,6242585,3983892,571,979,17482,19032,1052025,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bitget_lead_lag_top20_highspeed_20260715T154837Z,bitget_lead_lag_top20_highspeed_20260715T154837Z:432345564227567638,432345564227567638,18,0,1461320828706238469,HUSDT,211,5,kLong,entry,kOpenLong,kBuy,false,kPartiallyCancelled,kImmediateOrCancel,kUnknown,,,1784131956267000000,1784131956268428262,1784131956268428631,1784131956268429027,1784131956267000000,1784131956268428262,11054990599589,1429027,1784131956266000000,1784131956266945657,370770241057,2429027,3000000,200000000,true,-,1784131956268431449,1784131956270887652,0,1784131956272744444,1784131956270000000,,,,11054990600024,370770241057,,,,,,,11054990600361,370770241121,,,,,,,,,,,0,0,1784131956270000000,2456203,0,2456203,-1784131956268431449,4312995,1856792,369,396,2422,3187,887652,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bitget_lead_lag_top20_highspeed_20260715T154837Z,bitget_lead_lag_top20_highspeed_20260715T154837Z:432345564227567639,432345564227567639,18,0,1461320829574459401,HUSDT,211,5,kLong,exit,kCloseLong,kSell,true,kFilled,kUnknown,kUnknown,,,1784131956474000000,1784131956475201594,1784131956475201970,1784131956475202329,1784131956462000000,1784131956462923137,11054990629590,13202329,1784131956474000000,1784131956475201594,370770243359,1202329,3000000,200000000,true,-,1784131956475203617,1784131956477410681,0,1784131956479343513,1784131956477000000,,,,11054990629590,370770243359,,,,,11054990629590,370770243400,,,,,,,,,,,,,0,0,1784131956477000000,2207064,0,2207064,-1784131956475203617,4139896,1932832,376,359,1288,2023,410681,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bitget_lead_lag_top20_highspeed_20260715T154837Z,bitget_lead_lag_top20_highspeed_20260715T154837Z:432345564227567640,432345564227567640,19,0,1461321460641050624,HUSDT,211,6,kLong,entry,kOpenLong,kBuy,false,kFilled,kUnknown,kUnknown,,,1784132106932000000,1784132106932836203,1784132106932836629,1784132106932838287,1784132106932000000,1784132106932836203,11055010102574,838287,1784132106925000000,1784132106926131214,370771371286,7838287,3000000,200000000,true,-,1784132106932856830,1784132106935047660,0,1784132106937038835,1784132106934000000,,,,11055010102974,370771371354,,,,,11055010103149,370771371385,,,,,,,,,,,,,0,0,1784132106934000000,2190830,0,2190830,-1784132106932856830,4182005,1991175,426,1658,18543,20627,1047660,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bitget_lead_lag_top20_highspeed_20260715T154837Z,bitget_lead_lag_top20_highspeed_20260715T154837Z:432345564227567641,432345564227567641,19,0,1461321461907730452,HUSDT,211,6,kLong,exit,kCloseLong,kSell,true,kFilled,kUnknown,kUnknown,,,1784132107234000000,1784132107235469742,1784132107235470107,1784132107235470468,1784132107234000000,1784132107235469742,11055010159973,1470468,1784132107165000000,1784132107165221251,370771373915,70470468,3000000,200000000,true,-,1784132107235472232,1784132107237676459,0,1784132107239708340,1784132107237000000,,,,11055010160240,370771373915,,,,,11055010160418,370771374930,,,,,,,,,,,,,0,0,1784132107237000000,2204227,0,2204227,-1784132107235472232,4236108,2031881,365,361,1764,2490,676459,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bitget_lead_lag_top20_highspeed_20260715T154837Z,bitget_lead_lag_top20_highspeed_20260715T154837Z:432345564227567642,432345564227567642,20,0,1461321563183394816,HUSDT,211,7,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,,,1784132131379000000,1784132131380436755,1784132131380437244,1784132131380437489,1784132131379000000,1784132131380436755,11055014013303,1437489,1784132131380000000,1784132131380354708,370771583412,437489,3000000,200000000,true,-,1784132131380451689,1784132131383104826,0,1784132131385100804,1784132131382000000,,,,11055014013616,370771583431,,,,,,,11055014013817,370771583460,,,,,,,,,,,0,0,1784132131382000000,2653137,0,2653137,-1784132131380451689,4649115,1995978,489,245,14200,14934,1104826,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bitget_lead_lag_top20_highspeed_20260715T154837Z,bitget_lead_lag_top20_highspeed_20260715T154837Z:432345564227567643,432345564227567643,21,0,1461321625342980098,VELVETUSDT,449,2,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,,,1784132146200000000,1784132146200973358,1784132146200973745,1784132146200974833,1784132146200000000,1784132146200973358,11055015881105,974833,1784132146199000000,1784132146200101070,370771692741,1974833,3000000,200000000,true,-,1784132146200991184,1784132146203674391,0,1784132146205474530,1784132146203000000,,,,11055015881851,370771693058,,,,,,,11055015882097,370771693058,,,,,,,,,,,0,0,1784132146203000000,2683207,0,2683207,-1784132146200991184,4483346,1800139,387,1088,16351,17826,674391,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bitget_lead_lag_top20_highspeed_20260715T154837Z,bitget_lead_lag_top20_highspeed_20260715T154837Z:432345564227567644,432345564227567644,22,0,1461322030122676230,HUSDT,211,8,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,,,1784132242707000000,1784132242707882469,1784132242707882809,1784132242707884031,1784132242707000000,1784132242707882469,11055028405572,884031,1784132242707000000,1784132242707582826,370772435795,884031,3000000,200000000,true,-,1784132242707901880,1784132242710365688,0,1784132242712266221,1784132242710000000,,,,11055028405979,370772435821,,,,,,,11055028406381,370772435860,,,,,,,,,,,0,0,1784132242710000000,2463808,0,2463808,-1784132242707901880,4364341,1900533,340,1222,17849,19411,365688,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
