group,local_order_id,side,action,status,order_role,order_price,quantity,signal_lag_id,ack_lag_id,accepted_lag_id,cancelled_lag_id,filled_lag_id,terminal_lag_id,signal_found,signal_any,signal_full,signal_volume,signal_contra,ack_found,ack_any,ack_full,ack_volume,ack_contra,accepted_found,accepted_any,accepted_full,accepted_volume,accepted_contra,cancelled_found,cancelled_any,cancelled_full,cancelled_volume,cancelled_contra,filled_found,filled_any,filled_full,filled_volume,filled_contra,signal_to_ack_records,signal_to_ack_any_records,signal_to_ack_full_records,signal_to_ack_max_marketable_volume,signal_to_ack_first_any_id,signal_to_ack_first_full_id,ack_to_terminal_records,ack_to_terminal_any_records,ack_to_terminal_full_records,ack_to_terminal_max_marketable_volume,ack_to_terminal_first_any_id,ack_to_terminal_first_full_id,after_ack_to_terminal_records,after_ack_to_terminal_any_records,after_ack_to_terminal_full_records,after_ack_to_terminal_max_marketable_volume,after_ack_to_terminal_first_any_id,after_ack_to_terminal_first_full_id,accepted_to_terminal_records,accepted_to_terminal_any_records,accepted_to_terminal_full_records,accepted_to_terminal_max_marketable_volume,accepted_to_terminal_first_any_id,accepted_to_terminal_first_full_id,after_accepted_to_terminal_records,after_accepted_to_terminal_any_records,after_accepted_to_terminal_full_records,after_accepted_to_terminal_max_marketable_volume,after_accepted_to_terminal_first_any_id,after_accepted_to_terminal_first_full_id,signal_to_terminal_records,signal_to_terminal_any_records,signal_to_terminal_full_records,signal_to_terminal_max_marketable_volume,signal_to_terminal_first_any_id,signal_to_terminal_first_full_id
cancelled_entry_unfilled,288230376151711998,kSell,kOpenShort,kCancelled,entry,0.35353,28,2251823367,2251823367,,2251823486,,2251823486,true,true,false,20,0.35357,true,true,false,20,0.35357,false,false,false,,,true,false,false,8,0.35232,false,false,false,,,1,1,0,20,2251823367,,3,1,0,20,2251823367,,2,0,0,,,,0,0,0,,,,0,0,0,,,,3,1,0,20,2251823367,
cancelled_entry_unfilled,288230376151712051,kBuy,kOpenLong,kCancelled,entry,0.36465,27,2252131092,2252131184,2252131264,2252131371,,2252131371,true,true,false,8,0.36461,true,false,false,8,0.36511,true,false,false,8,0.36522,true,false,false,8,0.36567,false,false,false,,,2,1,0,8,2252131092,,4,0,0,,,,3,0,0,,,,2,0,0,,,,1,0,0,,,,5,1,0,8,2252131092,
cancelled_entry_unfilled,288230376151712053,kBuy,kOpenLong,kCancelled,entry,0.3677,27,2252147684,2252147727,2252147899,2252147899,,2252147899,true,true,false,24,0.36766,true,false,false,24,0.36794,true,false,false,17,0.369,true,false,false,17,0.369,false,false,false,,,2,1,0,24,2252147684,,3,0,0,,,,2,0,0,,,,1,0,0,,,,0,0,0,,,,4,1,0,24,2252147684,
cancelled_entry_unfilled,288230376151712054,kSell,kOpenShort,kCancelled,entry,0.36483,27,2252159820,2252159820,2252159962,2252160003,,2252160003,true,true,false,8,0.36487,true,true,false,8,0.36487,true,false,false,1,0.364,true,false,false,1,0.364,false,false,false,,,1,1,0,8,2252159820,,4,1,0,8,2252159820,,3,0,0,,,,2,0,0,,,,1,0,0,,,,4,1,0,8,2252159820,
cancelled_entry_unfilled,288230376151712055,kBuy,kOpenLong,kCancelled,entry,0.35671,28,2252177325,2252177361,,2252177404,,2252177404,true,true,true,847,0.35667,true,true,true,810,0.35667,false,false,false,,,true,false,false,563,0.35682,false,false,false,,,2,2,2,847,2252177325,2252177325,3,1,1,810,2252177361,2252177361,2,0,0,,,,0,0,0,,,,0,0,0,,,,4,2,2,847,2252177325,2252177325
cancelled_entry_unfilled,288230376151712056,kBuy,kOpenLong,kCancelled,entry,0.35488,28,2252179554,2252179624,,2252179711,,2252179711,true,true,false,8,0.35484,true,false,false,267,0.355,false,false,false,,,true,false,false,1062,0.35502,false,false,false,,,2,1,0,8,2252179554,,4,0,0,,,,3,0,0,,,,0,0,0,,,,0,0,0,,,,5,1,0,8,2252179554,
cancelled_entry_unfilled,288230376151712057,kBuy,kOpenLong,kCancelled,entry,0.35526,28,2252182910,2252182913,2252182971,2252182971,,2252182971,true,true,false,8,0.35522,true,true,false,8,0.35522,true,false,false,8,0.35603,true,false,false,8,0.35603,false,false,false,,,2,2,0,8,2252182910,,3,1,0,8,2252182913,,2,0,0,,,,1,0,0,,,,0,0,0,,,,4,2,0,8,2252182910,
cancelled_entry_unfilled,288230376151712060,kBuy,kOpenLong,kCancelled,entry,0.35231,28,2252201683,2252201726,2252201726,2252201787,,2252201787,true,true,true,33,0.35227,true,false,false,1542,0.35257,true,false,false,1542,0.35257,true,false,false,991,0.35262,false,false,false,,,2,1,1,33,2252201683,2252201683,2,0,0,,,,1,0,0,,,,2,0,0,,,,1,0,0,,,,3,1,1,33,2252201683,2252201683
cancelled_entry_unfilled,288230376151712062,kSell,kOpenShort,kCancelled,entry,0.35518,28,2252260107,2252260107,2252260168,2252260250,,2252260250,true,true,false,8,0.35522,true,true,false,8,0.35522,true,false,false,8,0.35415,true,false,false,8,0.35375,false,false,false,,,1,1,0,8,2252260107,,3,1,0,8,2252260107,,2,0,0,,,,2,0,0,,,,1,0,0,,,,3,1,0,8,2252260107,
cancelled_entry_unfilled,288230376151712066,kSell,kOpenShort,kCancelled,entry,0.35595,28,2252328857,2252328977,2252329211,2252329211,,2252329211,true,true,false,8,0.35599,true,false,false,8,0.35491,true,false,false,24,0.35543,true,false,false,24,0.35543,false,false,false,,,2,1,0,8,2252328857,,9,0,0,,,,8,0,0,,,,1,0,0,,,,0,0,0,,,,10,1,0,8,2252328857,
cancelled_entry_unfilled,288230376151712086,kBuy,kOpenLong,kCancelled,entry,0.34494,28,2252531107,2252531107,2252531166,2252531248,,2252531248,true,true,true,425,0.3449,true,true,true,425,0.3449,true,false,false,8,0.34524,true,false,false,5,0.34529,false,false,false,,,1,1,1,425,2252531107,2252531107,4,1,1,425,2252531107,2252531107,3,0,0,,,,3,0,0,,,,2,0,0,,,,4,1,1,425,2252531107,2252531107
cancelled_entry_unfilled,288230376151712088,kBuy,kOpenLong,kCancelled,entry,0.34574,28,2252536952,2252536952,2252537105,2252537105,,2252537105,true,true,true,135,0.3457,true,true,true,135,0.3457,true,false,false,8,0.34651,true,false,false,8,0.34651,false,false,false,,,1,1,1,135,2252536952,2252536952,3,1,1,135,2252536952,2252536952,2,0,0,,,,1,0,0,,,,0,0,0,,,,3,1,1,135,2252536952,2252536952
cancelled_entry_unfilled,288230376151712112,kSell,kOpenShort,kCancelled,entry,0.34537,28,2252637937,2252637937,2252638124,2252638124,,2252638124,true,true,true,2542,0.34541,true,true,true,2542,0.34541,true,false,false,151,0.3447,true,false,false,151,0.3447,false,false,false,,,1,1,1,2542,2252637937,2252637937,5,3,3,2542,2252637937,2252637937,4,2,2,1582,2252637950,2252637950,1,0,0,,,,0,0,0,,,,5,3,3,2542,2252637937,2252637937
cancelled_entry_unfilled,288230376151712114,kBuy,kOpenLong,kCancelled,entry,0.34512,28,2252717817,2252717817,,2252717926,,2252717926,true,true,false,27,0.34508,true,true,false,27,0.34508,false,false,false,,,true,false,false,8,0.34559,false,false,false,,,1,1,0,27,2252717817,,3,1,0,27,2252717817,,2,0,0,,,,0,0,0,,,,0,0,0,,,,3,1,0,27,2252717817,
cancelled_entry_unfilled,288230376151712115,kBuy,kOpenLong,kCancelled,entry,0.34565,28,2252717972,2252718004,,2252718140,,2252718140,true,true,false,8,0.34561,true,true,false,8,0.34561,false,false,false,,,true,false,false,8,0.34689,false,false,false,,,2,2,0,8,2252717972,,7,1,0,8,2252718004,,6,0,0,,,,0,0,0,,,,0,0,0,,,,8,2,0,8,2252717972,
cancelled_entry_unfilled,288230376151712139,kBuy,kOpenLong,kCancelled,entry,0.35194,28,2252778488,2252778488,,2252778581,,2252778581,true,true,false,24,0.3519,true,true,false,24,0.3519,false,false,false,,,true,false,false,1,0.35235,false,false,false,,,1,1,0,24,2252778488,,8,1,0,24,2252778488,,7,0,0,,,,0,0,0,,,,0,0,0,,,,8,1,0,24,2252778488,
cancelled_entry_unfilled,288230376151712141,kSell,kOpenShort,kCancelled,entry,0.34255,29,2252808187,2252808206,2252808365,2252808365,,2252808365,true,true,true,40,0.34259,true,true,true,1971,0.34258,true,false,false,8,0.34067,true,false,false,8,0.34067,false,false,false,,,2,2,2,1971,2252808187,2252808187,3,1,1,1971,2252808206,2252808206,2,0,0,,,,1,0,0,,,,0,0,0,,,,4,2,2,1971,2252808187,2252808187
cancelled_entry_unfilled,288230376151712142,kSell,kOpenShort,kCancelled,entry,0.34249,29,2252809422,2252809422,2252809422,2252809422,,2252809422,true,true,false,9,0.34253,true,true,false,9,0.34253,true,true,false,9,0.34253,true,true,false,9,0.34253,false,false,false,,,1,1,0,9,2252809422,,1,1,0,9,2252809422,,0,0,0,,,,1,1,0,9,2252809422,,0,0,0,,,,1,1,0,9,2252809422,
cancelled_entry_unfilled,288230376151712143,kSell,kOpenShort,kCancelled,entry,0.34253,29,2252809498,2252809536,2252809536,2252809547,,2252809547,true,true,true,533,0.34257,true,false,false,18,0.34197,true,false,false,18,0.34197,true,false,false,6,0.34176,false,false,false,,,2,1,1,533,2252809498,2252809498,2,0,0,,,,1,0,0,,,,2,0,0,,,,1,0,0,,,,3,1,1,533,2252809498,2252809498
cancelled_entry_unfilled,288230376151712144,kSell,kOpenShort,kCancelled,entry,0.34237,29,2252813598,2252813611,2252813625,2252813625,,2252813625,true,true,false,8,0.34241,true,false,false,59,0.34208,true,false,false,59,0.34175,true,false,false,59,0.34175,false,false,false,,,2,1,0,8,2252813598,,2,0,0,,,,1,0,0,,,,1,0,0,,,,0,0,0,,,,3,1,0,8,2252813598,
filled_or_partial_control,288230376151712148,kBuy,kOpenLong,kFilled,entry,0.34256,29,2252842332,2252842332,2252842436,,2252842436,2252842436,true,true,true,2221,0.34252,true,true,true,2221,0.34252,true,true,true,962,0.34254,false,false,false,,,true,true,true,962,0.34254,1,1,1,2221,2252842332,2252842332,3,3,3,2221,2252842332,2252842332,2,2,2,1648,2252842395,2252842395,1,1,1,962,2252842436,2252842436,0,0,0,,,,3,3,3,2221,2252842332,2252842332
filled_or_partial_control,288230376151712149,kSell,kCloseLong,kFilled,exit,0.34247,29,2252842436,2252842441,2252842461,,2252842461,2252842461,true,true,true,106,0.34251,true,true,true,34,0.34252,true,true,true,32,0.34251,false,false,false,,,true,true,true,32,0.34251,2,2,2,106,2252842436,2252842436,2,2,2,34,2252842441,2252842441,1,1,1,32,2252842461,2252842461,1,1,1,32,2252842461,2252842461,0,0,0,,,,3,3,3,106,2252842436,2252842436
cancelled_entry_unfilled,288230376151712152,kBuy,kOpenLong,kCancelled,entry,0.34267,29,2252851590,2252851590,2252851720,2252851720,,2252851720,true,true,true,186,0.34263,true,true,true,186,0.34263,true,false,false,2735,0.34269,true,false,false,2735,0.34269,false,false,false,,,1,1,1,186,2252851590,2252851590,22,17,17,5837,2252851590,2252851590,21,16,16,5837,2252851591,2252851591,1,0,0,,,,0,0,0,,,,22,17,17,5837,2252851590,2252851590
filled_or_partial_control,288230376151712153,kBuy,kOpenLong,kFilled,entry,0.34272,29,2252854935,2252854935,,,2252854964,2252854964,true,true,true,99,0.34268,true,true,true,99,0.34268,false,false,false,,,false,false,false,,,true,true,true,2156,0.34272,1,1,1,99,2252854935,2252854935,5,5,5,2918,2252854935,2252854935,4,4,4,2918,2252854943,2252854943,0,0,0,,,,0,0,0,,,,5,5,5,2918,2252854935,2252854935
filled_or_partial_control,288230376151712154,kSell,kCloseLong,kFilled,exit,0.3427,29,2252855053,2252855053,2252855077,,2252855077,2252855077,true,true,true,64,0.34274,true,true,true,64,0.34274,true,true,false,8,0.34273,false,false,false,,,true,true,false,8,0.34273,1,1,1,64,2252855053,2252855053,3,3,1,64,2252855053,2252855053,2,2,0,8,2252855072,,1,1,0,8,2252855077,,0,0,0,,,,3,3,1,64,2252855053,2252855053
filled_or_partial_control,288230376151712156,kBuy,kOpenLong,kFilled,entry,0.34274,29,2252857944,2252857957,2252857989,,2252858044,2252858044,true,true,true,4415,0.3427,true,true,true,4131,0.3427,true,true,true,3936,0.3427,false,false,false,,,true,true,true,1758,0.3427,2,2,2,4415,2252857944,2252857944,4,4,4,4131,2252857957,2252857957,3,3,3,3936,2252857989,2252857989,3,3,3,3936,2252857989,2252857989,2,2,2,2192,2252858040,2252858040,5,5,5,4415,2252857944,2252857944
filled_or_partial_control,288230376151712157,kSell,kCloseLong,kFilled,exit,0.34265,29,2252858093,2252858098,2252858098,,2252858098,2252858098,true,true,false,8,0.34269,true,true,true,386,0.34269,true,true,true,386,0.34269,false,false,false,,,true,true,true,386,0.34269,2,2,1,386,2252858093,2252858098,1,1,1,386,2252858098,2252858098,0,0,0,,,,1,1,1,386,2252858098,2252858098,0,0,0,,,,2,2,1,386,2252858093,2252858098
filled_or_partial_control,288230376151712159,kBuy,kOpenLong,kFilled,entry,0.343,29,2252878637,2252878685,2252878737,,2252878773,2252878773,true,true,true,9844,0.34296,true,true,true,9285,0.34296,true,true,true,7688,0.34296,false,false,false,,,true,true,true,5182,0.34296,2,2,2,9844,2252878637,2252878637,3,3,3,9285,2252878685,2252878685,2,2,2,7688,2252878737,2252878737,2,2,2,7688,2252878737,2252878737,1,1,1,5182,2252878773,2252878773,4,4,4,9844,2252878637,2252878637
filled_or_partial_control,288230376151712162,kSell,kCloseLong,kFilled,exit,0.34276,29,2252878920,2252878946,2252878951,,2252878951,2252878951,true,true,true,2337,0.3428,true,true,true,325,0.34281,true,true,true,325,0.34281,false,false,false,,,true,true,true,325,0.34281,2,2,2,2337,2252878920,2252878920,2,2,2,325,2252878946,2252878946,1,1,1,325,2252878951,2252878951,1,1,1,325,2252878951,2252878951,0,0,0,,,,3,3,3,2337,2252878920,2252878920
filled_or_partial_control,288230376151712172,kBuy,kOpenLong,kFilled,entry,0.34337,29,2252886685,2252886721,2252886736,,2252886736,2252886736,true,true,true,9116,0.34333,true,true,true,8780,0.34333,true,true,true,8630,0.34333,false,false,false,,,true,true,true,8630,0.34333,2,2,2,9116,2252886685,2252886685,2,2,2,8780,2252886721,2252886721,1,1,1,8630,2252886736,2252886736,1,1,1,8630,2252886736,2252886736,0,0,0,,,,3,3,3,9116,2252886685,2252886685
filled_or_partial_control,288230376151712173,kSell,kCloseLong,kFilled,exit,0.34321,29,2252886949,2252886949,2252886976,,2252886976,2252886976,true,true,false,20,0.34325,true,true,false,20,0.34325,true,true,true,225,0.34322,false,false,false,,,true,true,true,225,0.34322,1,1,0,20,2252886949,,3,3,2,233,2252886949,2252886965,2,2,2,233,2252886965,2252886965,1,1,1,225,2252886976,2252886976,0,0,0,,,,3,3,2,233,2252886949,2252886965
filled_or_partial_control,288230376151712174,kBuy,kOpenLong,kPartiallyCancelled,entry,0.34456,29,2252894097,2252894097,2252894097,2252894097,,2252894097,true,true,false,1,0.34452,true,true,false,1,0.34452,true,true,false,1,0.34452,true,true,false,1,0.34452,false,false,false,,,1,1,0,1,2252894097,,1,1,0,1,2252894097,,0,0,0,,,,1,1,0,1,2252894097,,0,0,0,,,,1,1,0,1,2252894097,
filled_or_partial_control,288230376151712175,kSell,kCloseLong,kFilled,exit,0.34493,1,2252894874,2252894874,2252894874,,2252894874,2252894874,true,true,true,8,0.34497,true,true,true,8,0.34497,true,true,true,8,0.34497,false,false,false,,,true,true,true,8,0.34497,1,1,1,8,2252894874,2252894874,1,1,1,8,2252894874,2252894874,0,0,0,,,,1,1,1,8,2252894874,2252894874,0,0,0,,,,1,1,1,8,2252894874,2252894874
cancelled_entry_unfilled,288230376151712176,kBuy,kOpenLong,kCancelled,entry,0.34592,28,2252905550,2252905551,2252905569,2252905569,,2252905569,true,true,true,160,0.34588,true,true,true,148,0.34588,true,true,false,20,0.34588,true,true,false,20,0.34588,false,false,false,,,2,2,2,160,2252905550,2252905550,2,2,1,148,2252905551,2252905551,1,1,0,20,2252905569,,1,1,0,20,2252905569,,0,0,0,,,,3,3,2,160,2252905550,2252905550
cancelled_entry_unfilled,288230376151712187,kSell,kOpenShort,kCancelled,entry,0.35555,28,2253196650,2253196690,2253196690,2253196690,,2253196690,true,true,false,3,0.35559,true,false,false,8,0.35541,true,false,false,8,0.35541,true,false,false,8,0.35541,false,false,false,,,2,1,0,3,2253196650,,1,0,0,,,,0,0,0,,,,1,0,0,,,,0,0,0,,,,2,1,0,3,2253196650,
cancelled_entry_unfilled,288230376151712208,kSell,kOpenShort,kCancelled,entry,0.34683,28,2253409671,2253409690,2253409729,2253409729,,2253409729,true,true,false,8,0.34687,true,false,false,151,0.34672,true,false,false,152,0.34646,true,false,false,152,0.34646,false,false,false,,,2,1,0,8,2253409671,,2,0,0,,,,1,0,0,,,,1,0,0,,,,0,0,0,,,,3,1,0,8,2253409671,
cancelled_entry_unfilled,288230376151712212,kSell,kOpenShort,kCancelled,entry,0.35261,28,2253427934,2253427934,,2253428069,,2253428069,true,true,true,41,0.35265,true,true,true,41,0.35265,false,false,false,,,true,false,false,25,0.35214,false,false,false,,,1,1,1,41,2253427934,2253427934,6,3,2,41,2253427934,2253427934,5,2,1,41,2253427942,2253427942,0,0,0,,,,0,0,0,,,,6,3,2,41,2253427934,2253427934
cancelled_entry_unfilled,288230376151712220,kSell,kOpenShort,kCancelled,entry,0.35443,28,2253510610,2253510615,2253510729,2253510729,,2253510729,true,true,false,16,0.35447,true,true,false,16,0.35447,true,false,false,21,0.3538,true,false,false,21,0.3538,false,false,false,,,2,2,0,16,2253510610,,7,2,0,16,2253510615,,6,1,0,16,2253510627,,1,0,0,,,,0,0,0,,,,8,3,0,16,2253510610,
cancelled_entry_unfilled,288230376151712226,kSell,kOpenShort,kCancelled,entry,0.35484,28,2253526197,2253526221,,2253526255,,2253526255,true,true,false,11,0.35488,true,false,false,22,0.3547,false,false,false,,,true,false,false,8,0.3541,false,false,false,,,2,1,0,11,2253526197,,2,0,0,,,,1,0,0,,,,0,0,0,,,,0,0,0,,,,3,1,0,11,2253526197,
cancelled_entry_unfilled,288230376151712227,kBuy,kOpenLong,kCancelled,entry,0.35531,28,2253528353,2253528353,,2253528353,,2253528353,true,true,true,225,0.35527,true,true,true,225,0.35527,false,false,false,,,true,true,true,225,0.35527,false,false,false,,,1,1,1,225,2253528353,2253528353,1,1,1,225,2253528353,2253528353,0,0,0,,,,0,0,0,,,,0,0,0,,,,1,1,1,225,2253528353,2253528353
cancelled_entry_unfilled,288230376151712228,kBuy,kOpenLong,kCancelled,entry,0.35531,28,2253528353,2253528387,2253528491,2253528491,,2253528491,true,true,true,225,0.35527,true,false,false,8,0.3558,true,false,false,8,0.35587,true,false,false,8,0.35587,false,false,false,,,2,1,1,225,2253528353,2253528353,3,0,0,,,,2,0,0,,,,1,0,0,,,,0,0,0,,,,4,1,1,225,2253528353,2253528353
cancelled_entry_unfilled,288230376151712230,kBuy,kOpenLong,kCancelled,entry,0.35546,28,2253537563,2253537563,2253537736,2253537774,,2253537774,true,true,false,14,0.35542,true,true,false,14,0.35542,true,false,false,147,0.35608,true,false,false,147,0.35608,false,false,false,,,1,1,0,14,2253537563,,7,1,0,14,2253537563,,6,0,0,,,,3,0,0,,,,2,0,0,,,,7,1,0,14,2253537563,
cancelled_entry_unfilled,288230376151712243,kSell,kOpenShort,kCancelled,entry,0.35382,28,2253606578,2253606578,2253606589,2253606598,,2253606598,true,true,false,7,0.35386,true,true,false,7,0.35386,true,false,false,271,0.3537,true,false,false,271,0.3537,false,false,false,,,1,1,0,7,2253606578,,3,1,0,7,2253606578,,2,0,0,,,,2,0,0,,,,1,0,0,,,,3,1,0,7,2253606578,
cancelled_entry_unfilled,288230376151712247,kBuy,kOpenLong,kCancelled,entry,0.35618,28,2253631138,2253631140,2253631481,2253631481,,2253631481,true,true,false,13,0.35614,true,true,false,13,0.35614,true,false,false,14,0.35704,true,false,false,14,0.35704,false,false,false,,,2,2,0,13,2253631138,,6,1,0,13,2253631140,,5,0,0,,,,1,0,0,,,,0,0,0,,,,7,2,0,13,2253631138,
cancelled_entry_unfilled,288230376151712251,kSell,kOpenShort,kCancelled,entry,0.35791,27,2253678543,2253678562,2253678562,2253678574,,2253678574,true,true,true,152,0.35795,true,true,true,111,0.35795,true,true,true,111,0.35795,true,false,false,152,0.35785,false,false,false,,,2,2,2,152,2253678543,2253678543,2,1,1,111,2253678562,2253678562,1,0,0,,,,2,1,1,111,2253678562,2253678562,1,0,0,,,,3,2,2,152,2253678543,2253678543
cancelled_entry_unfilled,288230376151712261,kSell,kOpenShort,kCancelled,entry,0.3617,27,2253787854,2253787948,2253787970,2253787970,,2253787970,true,true,false,4,0.36174,true,false,false,25,0.3611,true,false,false,24,0.36116,true,false,false,24,0.36116,false,false,false,,,5,2,1,48,2253787854,2253787868,2,0,0,,,,1,0,0,,,,1,0,0,,,,0,0,0,,,,6,2,1,48,2253787854,2253787868
cancelled_entry_unfilled,288230376151712263,kSell,kOpenShort,kCancelled,entry,0.36034,27,2253798807,2253798832,2253798868,2253798868,,2253798868,true,true,false,8,0.36038,true,false,false,8,0.3601,true,false,false,8,0.35963,true,false,false,8,0.35963,false,false,false,,,2,1,0,8,2253798807,,2,0,0,,,,1,0,0,,,,1,0,0,,,,0,0,0,,,,3,1,0,8,2253798807,
cancelled_entry_unfilled,288230376151712264,kBuy,kOpenLong,kCancelled,entry,0.36116,27,2253801423,2253801423,2253801480,2253801576,,2253801576,true,true,false,20,0.36112,true,true,false,20,0.36112,true,false,false,57,0.36149,true,false,false,22,0.36137,false,false,false,,,1,1,0,20,2253801423,,5,1,0,20,2253801423,,4,0,0,,,,4,0,0,,,,3,0,0,,,,5,1,0,20,2253801423,
cancelled_entry_unfilled,288230376151712265,kSell,kOpenShort,kCancelled,entry,0.36149,27,2253801911,2253801928,2253801953,2253801953,,2253801953,true,true,false,7,0.36153,true,false,false,8,0.36118,true,false,false,8,0.36112,true,false,false,8,0.36112,false,false,false,,,2,1,0,7,2253801911,,2,0,0,,,,1,0,0,,,,1,0,0,,,,0,0,0,,,,3,1,0,7,2253801911,
cancelled_entry_unfilled,288230376151712271,kSell,kOpenShort,kCancelled,entry,0.35566,28,2253912445,2253912489,2253912549,2253912623,,2253912623,true,true,false,19,0.3557,true,false,false,2,0.3555,true,false,false,154,0.35488,true,false,false,8,0.355,false,false,false,,,2,1,0,19,2253912445,,3,0,0,,,,2,0,0,,,,2,0,0,,,,1,0,0,,,,4,1,0,19,2253912445,
