run_id,local_order_id,text_order_id,request_sequence,encoded_request_id,exchange_order_id,symbol,symbol_id,trigger_exchange,trigger_symbol_id,trigger_exchange_ns,trigger_local_ns,on_book_ticker_entry_ns,signal_decision_ns,lead_exchange_ns,lead_local_ns,signal_lead_id,lead_freshness_ns,lag_exchange_ns,lag_local_ns,signal_lag_id,lag_freshness_ns,max_lead_freshness_ns,max_lag_freshness_ns,freshness_guard_pass,freshness_reject_reason,signal_role,order_role,position_id,position_event,position_direction,entry_local_order_id,action,side,reduce_only,time_in_force,status,finish_reason,reject_reason,raw_price,order_price,price_text,price_tick,slippage_ticks,order_offset_ticks,quantity,quantity_text,cumulative_filled_quantity,left_quantity,cancelled_quantity,fill_rate,average_fill_price,last_fill_price,contract_multiplier,filled_notional,fill_role,exec_slippage_price,exec_slippage_ticks,exec_slippage_bps,exec_slippage_quote,limit_improvement_ticks,fee_rate_config,fee_quote_estimated,fee_source,order_session_id,owner_thread_cpu,owner_thread_tid,local_ip,local_port,remote_ip,remote_port,send_cpu,ack_cpu,diagnostic_cpu,tcp_info_available,tcp_info_rtt_us,tcp_info_rttvar_us,tcp_info_retrans,tcp_info_total_retrans,tcp_info_unacked,tcp_info_snd_cwnd,ack_rtt_ns,ack_exchange_request_ingress_ns,ack_exchange_response_egress_ns,ack_exchange_process_ns,ack_lead_id,ack_lag_id,accepted_lead_id,accepted_lag_id,partial_filled_lead_id,partial_filled_lag_id,filled_lead_id,filled_lag_id,cancelled_lead_id,cancelled_lag_id,rejected_lead_id,rejected_lag_id,unknown_result_lead_id,unknown_result_lag_id,cancel_accepted_lead_id,cancel_accepted_lag_id,cancel_rejected_lead_id,cancel_rejected_lag_id,continuity_lost_lead_id,continuity_lost_lag_id,latency_diagnostic_reason,latency_diagnostic_ack_rtt_ns,send_to_first_after_hook_ns,send_to_first_drive_read_ns,drive_read_duration_ns,max_observed_drive_read_duration_ns,latency_diagnostic_inflight_at_send,max_runtime_loop_gap_ns,runtime_loop_iterations_before_ack,order_encode_done_ns,ws_frame_encode_done_ns,write_enqueue_ns,drive_write_enter_ns,write_some_enter_ns,write_some_return_ns,write_complete_ns,write_some_bytes,write_complete_bytes,write_errno,write_eagain,pending_write_count_after,socket_send_queue_available,tcp_sendq_bytes,tcp_notsent_bytes,request_send_local_ns,ack_local_receive_ns,order_finished_local_ns,source_schema,warnings
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151711998,t-288230376151711998,255,144115188075856127,235876031640840607,SKYAI_USDT,378,kBinance,378,1781873330910000000,1781873330911515263,1781873330911515941,1781873330911516746,1781873330910000000,1781873330911515263,10846371044406,1516746,1781873330908311000,1781873330908448170,2251823367,3205746,5000000,20000000,true,-,kLead,entry,11,kEntrySubmit,kShort,288230376151711998,kOpenShort,kSell,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.35357,0.35353,0.35353,1e-05,4,4,28,28,0,28,28,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,987,950,0,0,0,10,814624,1781873330911747000,1781873330912031000,284000,10846371044406,2251823367,,,,,,,10846371045802,2251823486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781873330911521526,1781873330912336150,1781873330915424029,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712051,t-288230376151712051,308,144115188075856180,235876031640997423,SKYAI_USDT,378,kBinance,378,1781874929913000000,1781874929914222552,1781874929914223280,1781874929914223989,1781874929913000000,1781874929914222552,10846558667792,1223989,1781874929913012000,1781874929913200260,2252131092,1211989,5000000,20000000,true,-,kLead,entry,12,kEntrySubmit,kLong,288230376151712051,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.36461,0.36465,0.36465,1e-05,4,4,27,27,0,27,27,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,444,74,0,0,0,10,600410,1781874929914462000,1781874929914581000,119000,10846558668010,2252131184,10846558668528,2252131264,,,,,10846558668678,2252131371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781874929914241667,1781874929914842077,1781874929919884488,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712053,t-288230376151712053,310,144115188075856182,235876031641005875,SKYAI_USDT,378,kBinance,378,1781874968151000000,1781874968151813266,1781874968151813671,1781874968151814050,1781874968151000000,1781874968151813266,10846562298032,814050,1781874968150980000,1781874968151175751,2252147684,834050,5000000,20000000,true,-,kLead,entry,13,kEntrySubmit,kLong,288230376151712053,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.36766,0.3677,0.36770,1e-05,4,4,27,27,0,27,27,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,461,113,0,0,0,10,730645,1781874968152036000,1781874968152257000,221000,10846562298251,2252147727,10846562298622,2252147899,,,,,10846562298747,2252147899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781874968151828397,1781874968152559042,1781874968154830657,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712054,t-288230376151712054,311,144115188075856183,235876031641012166,SKYAI_USDT,378,kBinance,378,1781874997737000000,1781874997738566960,1781874997738567416,1781874997738568405,1781874997737000000,1781874997738566960,10846565362840,1568405,1781874997738164000,1781874997738420757,2252159820,404405,5000000,20000000,true,-,kLead,entry,14,kEntrySubmit,kShort,288230376151712054,kOpenShort,kSell,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.36487,0.36483,0.36483,1e-05,4,4,27,27,0,27,27,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,442,98,0,0,0,10,634853,1781874997738791000,1781874997738945000,154000,10846565362840,2252159820,10846565363384,2252159962,,,,,10846565363424,2252160003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781874997738585109,1781874997739219962,1781874997741744167,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712055,t-288230376151712055,312,144115188075856184,235876031641021292,SKYAI_USDT,378,kBinance,378,1781875014151000000,1781875014152009296,1781875014152009522,1781875014152010012,1781875014151000000,1781875014152009296,10846566853931,1010012,1781875014151158000,1781875014151379211,2252177325,852012,5000000,20000000,true,-,kLead,entry,15,kEntrySubmit,kLong,288230376151712055,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.35667,0.35671,0.35671,1e-05,4,4,28,28,0,28,28,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,449,105,0,0,0,10,663480,1781875014152223000,1781875014152383000,160000,10846566854021,2252177361,,,,,,,10846566854246,2252177404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781875014152025364,1781875014152688844,1781875014154813109,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712056,t-288230376151712056,313,144115188075856185,235876031641022562,SKYAI_USDT,378,kBinance,378,1781875015270000000,1781875015271032856,1781875015271033271,1781875015271033582,1781875015270000000,1781875015271032856,10846566919450,1033582,1781875015252663000,1781875015252876771,2252179554,18370582,5000000,20000000,true,-,kLead,entry,16,kEntrySubmit,kLong,288230376151712056,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.35484,0.35488,0.35488,1e-05,4,4,28,28,0,28,28,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,490,161,0,0,0,10,789644,1781875015271273000,1781875015271502000,229000,10846566919581,2252179624,,,,,,,10846566920254,2252179711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781875015271040328,1781875015271829972,1781875015276737537,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712057,t-288230376151712057,314,144115188075856186,235876031641024408,SKYAI_USDT,378,kBinance,378,1781875018732000000,1781875018733080261,1781875018733080806,1781875018733081263,1781875018732000000,1781875018733080261,10846567231677,1081263,1781875018731879000,1781875018732066193,2252182910,1202263,5000000,20000000,true,-,kLead,entry,17,kEntrySubmit,kLong,288230376151712057,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.35522,0.35526,0.35526,1e-05,4,4,28,28,0,28,28,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,483,134,0,0,0,10,583347,1781875018733279000,1781875018733393000,114000,10846567231828,2252182913,10846567232282,2252182971,,,,,10846567232282,2252182971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781875018733090367,1781875018733673714,1781875018736785366,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712060,t-288230376151712060,317,144115188075856189,235876031641034321,SKYAI_USDT,378,kBinance,378,1781875047322000000,1781875047323505447,1781875047323506454,1781875047323506974,1781875047322000000,1781875047323505447,10846570131985,1506974,1781875047310469000,1781875047310660549,2252201683,13037974,5000000,20000000,true,-,kLead,entry,18,kEntrySubmit,kLong,288230376151712060,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.35227,0.35231,0.35231,1e-05,4,4,28,28,0,28,28,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,539,208,0,0,0,10,1009195,1781875047323763000,1781875047324133000,370000,10846570132175,2252201726,10846570132279,2252201726,,,,,10846570132538,2252201787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781875047323518999,1781875047324528194,1781875047326269744,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712062,t-288230376151712062,319,144115188075856191,235876031641065470,SKYAI_USDT,378,kBinance,378,1781875113835000000,1781875113836010285,1781875113836010784,1781875113836011475,1781875113835000000,1781875113836010285,10846577133295,1011475,1781875113835413000,1781875113835637172,2252260107,598475,5000000,20000000,true,-,kLead,entry,19,kEntrySubmit,kShort,288230376151712062,kOpenShort,kSell,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.35522,0.35518,0.35518,1e-05,4,4,28,28,0,28,28,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,436,89,0,0,0,10,615159,1781875113836245000,1781875113836360000,115000,10846577133440,2252260107,10846577133529,2252260168,,,,,10846577133529,2252260250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781875113836028422,1781875113836643581,1781875113837686676,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712066,t-288230376151712066,323,144115188075856195,235876031641100695,SKYAI_USDT,378,kBinance,378,1781875263956000000,1781875263957475020,1781875263957475741,1781875263957476703,1781875263956000000,1781875263957475020,10846592489255,1476703,1781875263956365000,1781875263956559087,2252328857,1111703,5000000,20000000,true,-,kLead,entry,20,kEntrySubmit,kShort,288230376151712066,kOpenShort,kSell,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.35599,0.35595,0.35595,1e-05,4,4,28,28,0,28,28,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,464,116,0,0,0,10,700264,1781875263957708000,1781875263957893000,185000,10846592489440,2252328977,10846592490476,2252329211,,,,,10846592490476,2252329211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781875263957494712,1781875263958194976,1781875263966359999,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712086,t-288230376151712086,343,144115188075856215,235876031641204362,SKYAI_USDT,378,kBinance,378,1781875787574000000,1781875787575395374,1781875787575395811,1781875787575396266,1781875787574000000,1781875787575395374,10846640352757,1396266,1781875787574980000,1781875787575198920,2252531107,416266,5000000,20000000,true,-,kLead,entry,21,kEntrySubmit,kLong,288230376151712086,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.3449,0.34494,0.34494,1e-05,4,4,28,28,0,28,28,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,802,528,0,0,0,10,709222,1781875787575620000,1781875787575775000,155000,10846640352850,2252531107,10846640352952,2252531166,,,,,10846640353107,2252531248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781875787575404677,1781875787576113899,1781875787579305310,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712088,t-288230376151712088,345,144115188075856217,235876031641207403,SKYAI_USDT,378,kBinance,378,1781875824325000000,1781875824325993955,1781875824325994401,1781875824325995083,1781875824325000000,1781875824325993955,10846644154539,995083,1781875824324353000,1781875824324544964,2252536952,1642083,5000000,20000000,true,-,kLead,entry,22,kEntrySubmit,kLong,288230376151712088,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.3457,0.34574,0.34574,1e-05,4,4,28,28,0,28,28,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,555,204,0,0,0,10,626226,1781875824326207000,1781875824326357000,150000,10846644154572,2252536952,10846644154710,2252537105,,,,,10846644154710,2252537105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781875824326010337,1781875824326636563,1781875824327977313,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712112,t-288230376151712112,369,144115188075856241,235876031641259951,SKYAI_USDT,378,kBinance,378,1781876376544000000,1781876376545258142,1781876376545258831,1781876376545259642,1781876376544000000,1781876376545258142,10846703927285,1259642,1781876376544678000,1781876376544864059,2252637937,581642,5000000,20000000,true,-,kLead,entry,23,kEntrySubmit,kShort,288230376151712112,kOpenShort,kSell,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.34541,0.34537,0.34537,1e-05,4,4,28,28,0,28,28,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,417,62,0,0,0,10,577095,1781876376545474000,1781876376545588000,114000,10846703927396,2252637937,10846703928132,2252638124,,,,,10846703928132,2252638124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781876376545276196,1781876376545853291,1781876376549417537,submitted_v1,
