run_id,latency_key,local_order_id,parent_id,route_id,exchange_order_id,exchange,symbol,symbol_id,position_id,position_direction,order_role,action,side,reduce_only,status,finish_reason,reject_reason,request_sequence,encoded_request_id,trigger_exchange_ns,trigger_local_ns,on_book_ticker_entry_ns,signal_decision_ns,lead_exchange_ns,lead_local_ns,signal_lead_id,lead_freshness_ns,lag_exchange_ns,lag_local_ns,signal_lag_id,lag_freshness_ns,max_lead_freshness_ns,max_lag_freshness_ns,freshness_guard_pass,freshness_reject_reason,request_send_local_ns,request_send_monotonic_ns,order_encode_done_local_ns,write_complete_local_ns,write_complete_monotonic_ns,ack_local_receive_ns,ack_receive_monotonic_ns,response_local_receive_ns,order_finished_local_ns,ack_exchange_ns,place_creation_exchange_ns,feedback_message_exchange_ns,feedback_created_exchange_ns,feedback_updated_exchange_ns,feedback_local_receive_ns,protocol_order_status,cancel_reason,ack_exchange_request_ingress_ns,ack_exchange_response_egress_ns,ack_exchange_process_ns,ack_lead_id,ack_lag_id,accepted_lead_id,accepted_lag_id,partial_filled_lead_id,partial_filled_lag_id,filled_lead_id,filled_lag_id,cancelled_lead_id,cancelled_lag_id,rejected_lead_id,rejected_lag_id,unknown_result_lead_id,unknown_result_lag_id,cancel_accepted_lead_id,cancel_accepted_lag_id,cancel_rejected_lead_id,cancel_rejected_lag_id,continuity_lost_lead_id,continuity_lost_lag_id,response_exchange_ns,accepted_exchange_ns,finish_exchange_ns,ack_rtt_ns,response_rtt_ns,send_to_ack_local_ns,send_to_write_complete_local_ns,write_complete_to_ack_local_ns,send_to_response_local_ns,send_to_finish_local_ns,ack_to_finish_local_ns,bbo_to_strategy_ns,strategy_to_signal_ns,signal_to_request_send_ns,trigger_to_request_send_ns,ack_exchange_to_local_ns,response_exchange_to_local_ns,exchange_lifecycle_ns,bitget_creation_to_terminal_ns,order_session_id,owner_thread_cpu,owner_thread_tid,local_ip,local_port,remote_ip,remote_port,send_cpu,ack_cpu,diagnostic_cpu,tcp_info_available,tcp_info_rtt_us,tcp_info_rttvar_us,tcp_info_retrans,tcp_info_total_retrans,tcp_info_unacked,tcp_info_snd_cwnd,latency_diagnostic_reason,latency_diagnostic_ack_rtt_ns,send_to_first_after_hook_ns,send_to_first_drive_read_ns,drive_read_duration_ns,max_observed_drive_read_duration_ns,latency_diagnostic_inflight_at_send,max_runtime_loop_gap_ns,runtime_loop_iterations_before_ack,order_encode_done_ns,ws_frame_encode_done_ns,write_enqueue_ns,drive_write_enter_ns,write_some_enter_ns,write_some_return_ns,write_complete_ns,write_some_bytes,write_complete_bytes,write_errno,write_eagain,pending_write_count_after,socket_send_queue_available,tcp_sendq_bytes,tcp_notsent_bytes,warnings
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567627,432345564227567627,11,0,1463473055852015617,bitget,KAITOUSDT,236,2,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,11,,1784645087203000000,1784645087204019444,1784645087204019785,1784645087204020891,1784645087203000000,1784645087204019444,11099553055948,1020891,1784645087203000000,1784645087203934384,200246064520,1020891,3000000,500000000,true,-,1784645087204031496,11844141344497273,1784645087204031463,1784645087204039478,11844141344505166,1784645087209779061,11844141350244742,0,1784645087209924774,1784645087207000000,1784645087206000000,1784645087208000000,1784645087206000000,1784645087207000000,1784645087209919080,cancelled,ioc_not_full_cancel,,,,11099553057215,200246065187,,,,,,,11099553057215,200246065220,,,,,,,,,,,0,0,1784645087207000000,5747565,0,5747565,7982,5739576,-1784645087204031496,5893278,145713,341,1106,10605,12052,2779061,0,0,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567628,432345564227567628,12,0,1463474248787570719,bitget,DEXEUSDT,135,5,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,12,,1784645371621000000,1784645371622025561,1784645371622025903,1784645371622027509,1784645371621000000,1784645371622025561,11099587488276,1027509,1784645371484000000,1784645371484243507,429473881831,138027509,3000000,500000000,true,-,1784645371622039163,11844425762504942,1784645371622039127,1784645371622047527,11844425762513218,1784645371628012593,11844425768478273,0,1784645371628308478,1784645371626000000,1784645371624000000,1784645371626000000,1784645371624000000,1784645371626000000,1784645371628300860,cancelled,ioc_not_full_cancel,,,,11099587490031,429473885794,,,,,,,11099587490166,429473885820,,,,,,,,,,,0,0,1784645371626000000,5973430,0,5973430,8364,5965055,-1784645371622039163,6269315,295885,342,1606,11654,13602,2012593,0,0,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567629,432345564227567629,13,0,1463474460721557511,bitget,DEXEUSDT,135,6,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,13,,1784645422151000000,1784645422151527939,1784645422151528327,1784645422151529412,1784645422151000000,1784645422151527939,11099593582375,529412,1784645422151000000,1784645422151473854,429475708704,529412,3000000,500000000,true,-,1784645422151548047,11844476292013735,1784645422151548014,1784645422151553908,11844476292019597,1784645422157162153,11844476297627833,0,1784645422157465966,1784645422155000000,1784645422153000000,1784645422155000000,1784645422153000000,1784645422155000000,1784645422157458504,cancelled,ioc_not_full_cancel,,,,11099593583934,429475709633,,,,,,,11099593583934,429475709633,,,,,,,,,,,0,0,1784645422155000000,5614106,0,5614106,5861,5608236,-1784645422151548047,5917919,303813,388,1085,18635,20108,2162153,0,0,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567630,432345564227567630,14,0,1463474510835101696,bitget,UBUSDT,438,2,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,14,,1784645434098000000,1784645434099218401,1784645434099218960,1784645434099220178,1784645434098000000,1784645434099218401,11099594845496,1220178,1784645434098000000,1784645434098531795,374307899576,1220178,3000000,500000000,true,-,1784645434099230003,11844488239695742,1784645434099229969,1784645434099236139,11844488239701828,1784645434104812445,11844488245278124,0,1784645434105035395,1784645434102000000,1784645434101000000,1784645434103000000,1784645434101000000,1784645434102000000,1784645434105029247,cancelled,ioc_not_full_cancel,,,,11099594846896,374307899953,,,,,,,11099594846896,374307899953,,,,,,,,,,,0,0,1784645434102000000,5582442,0,5582442,6136,5576296,-1784645434099230003,5805392,222950,559,1218,9825,11602,2812445,0,0,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567631,432345564227567631,15,0,1463474904902545417,bitget,KAITOUSDT,236,3,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,15,,1784645528052000000,1784645528052944112,1784645528052944453,1784645528052944873,1784645528052000000,1784645528052944112,11099605836683,944873,1784645528052000000,1784645528052656656,200247631398,944873,3000000,500000000,true,-,1784645528052951260,11844582193417249,1784645528052951227,1784645528052957960,11844582193423649,1784645528058631345,11844582199097024,0,1784645528058852188,1784645528056000000,1784645528055000000,1784645528056000000,1784645528055000000,1784645528056000000,1784645528058844840,cancelled,ioc_not_full_cancel,,,,11099605838837,200247632306,,,,,,,11099605838995,200247632306,,,,,,,,,,,0,0,1784645528056000000,5680085,0,5680085,6700,5673375,-1784645528052951260,5900928,220843,341,420,6387,7148,2631345,0,0,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567632,432345564227567632,16,0,1463475240396533763,bitget,BSBUSDT,91,1,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,16,,1784645608039000000,1784645608040422461,1784645608040422912,1784645608040424052,1784645608039000000,1784645608040422461,11099615002886,1424052,1784645608038000000,1784645608038482805,429481888238,2424052,3000000,500000000,true,-,1784645608040436480,11844662180902260,1784645608040436447,1784645608040442359,11844662180908048,1784645608046145704,11844662186611384,0,1784645608046315651,1784645608044000000,1784645608042000000,1784645608044000000,1784645608042000000,1784645608044000000,1784645608046308021,cancelled,ioc_not_full_cancel,,,,11099615003561,429481888464,,,,,,,11099615003561,429481888464,,,,,,,,,,,0,0,1784645608044000000,5709224,0,5709224,5879,5703336,-1784645608040436480,5879171,169947,451,1140,12428,14019,2145704,0,0,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567633,432345564227567633,17,0,1463476995750506497,bitget,SKHYUSDT,502,1,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,17,,1784646026548000000,1784646026549022993,1784646026549023414,1784646026549024874,1784646026548000000,1784646026549022993,11099658148553,1024874,1784646026539000000,1784646026540101779,429496037240,10024874,3000000,500000000,true,-,1784646026549036660,11845080689502607,1784646026549036626,1784646026549045300,11845080689510991,1784646026554736758,11845080695202438,0,1784646026555026155,1784646026552000000,1784646026551000000,1784646026553000000,1784646026551000000,1784646026552000000,1784646026555016209,cancelled,ioc_not_full_cancel,,,,11099658150381,429496038505,,,,,,,11099658150539,429496038505,,,,,,,,,,,0,0,1784646026552000000,5700098,0,5700098,8640,5691447,-1784646026549036660,5989495,289397,421,1460,11786,13667,2736758,0,0,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567634,432345564227567634,18,0,1463477487113220145,bitget,MRVLUSDT,498,1,kShort,entry,kOpenShort,kSell,false,kFilled,kUnknown,kUnknown,18,,1784646143698000000,1784646143699739444,1784646143699739917,1784646143699740799,1784646143698000000,1784646143699739444,11099674856946,1740799,1784646143699000000,1784646143699326107,664605864766,740799,3000000,500000000,true,-,1784646143699752384,11845197840218070,1784646143699752349,1784646143699760822,11845197840226511,1784646143705370850,11845197845836530,0,1784646143706031130,1784646143703000000,1784646143701000000,1784646143704000000,1784646143701000000,1784646143703000000,1784646143706018006,filled,,,,,11099674861796,664605865335,,,,,11099674862051,664605865400,,,,,,,,,,,,,0,0,1784646143703000000,5618466,0,5618466,8438,5610019,-1784646143699752384,6278746,660280,473,882,11585,12940,2370850,0,0,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567635,432345564227567635,18,0,1463477487247437844,bitget,MRVLUSDT,498,1,kShort,exit,kCloseShort,kBuy,true,kCancelled,kImmediateOrCancel,kUnknown,19,,1784646143731000000,1784646143731706582,1784646143731707023,1784646143731707315,1784646143728000000,1784646143729474606,11099674880060,3707315,1784646143731000000,1784646143731706582,664605866914,707315,3000000,500000000,true,-,1784646143731710440,11845197872176119,1784646143731710412,1784646143731714982,11845197872180660,1784646143737090548,11845197877556228,0,1784646143737488641,1784646143735000000,1784646143733000000,1784646143735000000,1784646143733000000,1784646143735000000,1784646143737484905,cancelled,ioc_not_full_cancel,,,,11099674885781,664605867278,,,,,,,11099674885781,664605867278,,,,,,,,,,,0,0,1784646143735000000,5380108,0,5380108,4542,5375568,-1784646143731710440,5778201,398093,441,292,3125,3858,2090548,0,0,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567636,432345564227567636,18,0,1463477487390044186,bitget,MRVLUSDT,498,1,kShort,exit,kCloseShort,kBuy,true,kFilled,kUnknown,kUnknown,20,,1784646143765000000,1784646143765993662,1784646143765994046,1784646143765994484,1784646143765000000,1784646143765993662,11099674907542,994484,1784646143764000000,1784646143764737892,664605869013,1994484,3000000,500000000,true,-,1784646143765997345,11845197906463026,1784646143765997317,1784646143766001456,11845197906467136,1784646143771408725,11845197911874404,0,1784646143771997987,1784646143769000000,1784646143767000000,1784646143770000000,1784646143767000000,1784646143769000000,1784646143771993702,filled,,,,,11099674911670,664605869296,,,,,11099674911670,664605869296,,,,,,,,,,,,,0,0,1784646143769000000,5411380,0,5411380,4111,5407268,-1784646143765997345,6000642,589262,384,438,2861,3683,2408725,0,0,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567637,432345564227567637,19,0,1463477941712859136,bitget,HYPEUSDT,210,1,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,21,,1784646252083000000,1784646252084011749,1784646252084012229,1784646252084012814,1784646252083000000,1784646252084011749,11099689130917,1012814,1784646252069000000,1784646252069733724,374314465478,15012814,3000000,500000000,true,-,1784646252084023222,11845306224488909,1784646252084023187,1784646252084029492,11845306224495181,1784646252089807316,11845306230272995,0,1784646252089933802,1784646252087000000,1784646252086000000,1784646252088000000,1784646252086000000,1784646252087000000,1784646252089926319,cancelled,ioc_not_full_cancel,,,,11099689133237,374314466295,,,,,,,11099689133237,374314466295,,,,,,,,,,,0,0,1784646252087000000,5784094,0,5784094,6270,5777814,-1784646252084023222,5910580,126486,480,585,10408,11473,2807316,0,0,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567638,432345564227567638,20,0,1463478591574126592,bitget,SKHYUSDT,502,2,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,22,,1784646407022000000,1784646407023009842,1784646407023010271,1784646407023011582,1784646407022000000,1784646407023009842,11099708157458,1011582,1784646407022000000,1784646407022948575,429508808018,1011582,3000000,500000000,true,-,1784646407023022591,11845461163488333,1784646407023022558,1784646407023031465,11845461163497155,1784646407028573534,11845461169039214,0,1784646407029016193,1784646407026000000,1784646407025000000,1784646407027000000,1784646407025000000,1784646407026000000,1784646407029009084,cancelled,ioc_not_full_cancel,,,,11099708159926,429508809138,,,,,,,11099708159926,429508809298,,,,,,,,,,,0,0,1784646407026000000,5550943,0,5550943,8874,5542059,-1784646407023022591,5993602,442659,429,1311,11009,12749,2573534,0,0,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
