run_id,local_order_id,parent_id,route_id,text_order_id,request_sequence,encoded_request_id,exchange_order_id,exchange,symbol,symbol_id,trigger_exchange,trigger_symbol_id,trigger_exchange_ns,trigger_local_ns,on_book_ticker_entry_ns,signal_decision_ns,lead_exchange_ns,lead_local_ns,signal_lead_id,lead_freshness_ns,lag_exchange_ns,lag_local_ns,signal_lag_id,lag_freshness_ns,max_lead_freshness_ns,max_lag_freshness_ns,freshness_guard_pass,freshness_reject_reason,signal_role,order_role,position_id,position_event,position_direction,entry_local_order_id,action,side,reduce_only,time_in_force,status,finish_reason,reject_reason,raw_price,order_price,price_text,price_tick,slippage_ticks,order_offset_ticks,quantity,quantity_text,cumulative_filled_quantity,left_quantity,cancelled_quantity,fill_rate,average_fill_price,last_fill_price,contract_multiplier,filled_notional,fill_role,exec_slippage_price,exec_slippage_ticks,exec_slippage_bps,exec_slippage_quote,limit_improvement_ticks,fee_rate_config,fee_quote_estimated,fee_source,order_session_id,owner_thread_cpu,owner_thread_tid,local_ip,local_port,remote_ip,remote_port,send_cpu,ack_cpu,diagnostic_cpu,tcp_info_available,tcp_info_rtt_us,tcp_info_rttvar_us,tcp_info_retrans,tcp_info_total_retrans,tcp_info_unacked,tcp_info_snd_cwnd,ack_rtt_ns,request_send_monotonic_ns,order_encode_done_local_ns,write_complete_local_ns,write_complete_monotonic_ns,ack_receive_monotonic_ns,place_creation_exchange_ns,protocol_order_status,cancel_reason,feedback_message_exchange_ns,feedback_created_exchange_ns,feedback_updated_exchange_ns,feedback_local_receive_ns,feedback_local_receive_monotonic_ns,ack_exchange_request_ingress_ns,ack_exchange_response_egress_ns,ack_exchange_process_ns,ack_lead_id,ack_lag_id,accepted_lead_id,accepted_lag_id,partial_filled_lead_id,partial_filled_lag_id,filled_lead_id,filled_lag_id,cancelled_lead_id,cancelled_lag_id,rejected_lead_id,rejected_lag_id,unknown_result_lead_id,unknown_result_lag_id,cancel_accepted_lead_id,cancel_accepted_lag_id,cancel_rejected_lead_id,cancel_rejected_lag_id,continuity_lost_lead_id,continuity_lost_lag_id,latency_diagnostic_reason,latency_diagnostic_ack_rtt_ns,send_to_first_after_hook_ns,send_to_first_drive_read_ns,drive_read_duration_ns,max_observed_drive_read_duration_ns,latency_diagnostic_inflight_at_send,max_runtime_loop_gap_ns,runtime_loop_iterations_before_ack,order_encode_done_ns,ws_frame_encode_done_ns,write_enqueue_ns,drive_write_enter_ns,write_some_enter_ns,write_some_return_ns,write_complete_ns,write_some_bytes,write_complete_bytes,write_errno,write_eagain,pending_write_count_after,socket_send_queue_available,tcp_sendq_bytes,tcp_notsent_bytes,request_send_local_ns,ack_local_receive_ns,order_finished_local_ns,source_schema,warnings
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567627,11,0,t-432345564227567627,11,,1463473055852015617,bitget,KAITOUSDT,236,kBinance,236,1784645087203000000,1784645087204019444,1784645087204019785,1784645087204020891,1784645087203000000,1784645087204019444,11099553055948,1020891,1784645087203000000,1784645087203934384,200246064520,1020891,3000000,500000000,true,-,kLead,entry,2,kEntrySubmit,kShort,432345564227567627,kOpenShort,kSell,false,,kCancelled,kImmediateOrCancel,kUnknown,1.0042,1.004,,0.0001,2,2,9.9,,0,9.9,9.9,0,0,0,1.0,,kNone,,,,,,0.0002,,,,,,,,,,,,,,,,,,,,5747565,11844141344497273,1784645087204031463,1784645087204039478,11844141344505166,11844141350244742,1784645087206000000,cancelled,ioc_not_full_cancel,1784645087208000000,1784645087206000000,1784645087207000000,1784645087209919080,11844141350384760,,,,11099553057215,200246065187,,,,,,,11099553057215,200246065220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784645087204031496,1784645087209779061,1784645087209924774,submitted_v1,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567628,12,0,t-432345564227567628,12,,1463474248787570719,bitget,DEXEUSDT,135,kBinance,135,1784645371621000000,1784645371622025561,1784645371622025903,1784645371622027509,1784645371621000000,1784645371622025561,11099587488276,1027509,1784645371484000000,1784645371484243507,429473881831,138027509,3000000,500000000,true,-,kLead,entry,5,kEntrySubmit,kShort,432345564227567628,kOpenShort,kSell,false,,kCancelled,kImmediateOrCancel,kUnknown,8.964,8.957,,0.001,7,7,1.1,,0,1.1,1.1,0,0,0,1.0,,kNone,,,,,,0.0002,,,,,,,,,,,,,,,,,,,,5973430,11844425762504942,1784645371622039127,1784645371622047527,11844425762513218,11844425768478273,1784645371624000000,cancelled,ioc_not_full_cancel,1784645371626000000,1784645371624000000,1784645371626000000,1784645371628300860,11844425768766539,,,,11099587490031,429473885794,,,,,,,11099587490166,429473885820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784645371622039163,1784645371628012593,1784645371628308478,submitted_v1,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567629,13,0,t-432345564227567629,13,,1463474460721557511,bitget,DEXEUSDT,135,kBinance,135,1784645422151000000,1784645422151527939,1784645422151528327,1784645422151529412,1784645422151000000,1784645422151527939,11099593582375,529412,1784645422151000000,1784645422151473854,429475708704,529412,3000000,500000000,true,-,kLead,entry,6,kEntrySubmit,kLong,432345564227567629,kOpenLong,kBuy,false,,kCancelled,kImmediateOrCancel,kUnknown,8.676,8.683,,0.001,7,7,1.1,,0,1.1,1.1,0,0,0,1.0,,kNone,,,,,,0.0002,,,,,,,,,,,,,,,,,,,,5614106,11844476292013735,1784645422151548014,1784645422151553908,11844476292019597,11844476297627833,1784645422153000000,cancelled,ioc_not_full_cancel,1784645422155000000,1784645422153000000,1784645422155000000,1784645422157458504,11844476297924183,,,,11099593583934,429475709633,,,,,,,11099593583934,429475709633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784645422151548047,1784645422157162153,1784645422157465966,submitted_v1,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567630,14,0,t-432345564227567630,14,,1463474510835101696,bitget,UBUSDT,438,kBinance,438,1784645434098000000,1784645434099218401,1784645434099218960,1784645434099220178,1784645434098000000,1784645434099218401,11099594845496,1220178,1784645434098000000,1784645434098531795,374307899576,1220178,3000000,500000000,true,-,kLead,entry,2,kEntrySubmit,kShort,432345564227567630,kOpenShort,kSell,false,,kCancelled,kImmediateOrCancel,kUnknown,0.10343,0.10341,,1e-05,2,2,96,,0,96,96,0,0,0,1.0,,kNone,,,,,,0.0002,,,,,,,,,,,,,,,,,,,,5582442,11844488239695742,1784645434099229969,1784645434099236139,11844488239701828,11844488245278124,1784645434101000000,cancelled,ioc_not_full_cancel,1784645434103000000,1784645434101000000,1784645434102000000,1784645434105029247,11844488245495016,,,,11099594846896,374307899953,,,,,,,11099594846896,374307899953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784645434099230003,1784645434104812445,1784645434105035395,submitted_v1,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567631,15,0,t-432345564227567631,15,,1463474904902545417,bitget,KAITOUSDT,236,kBinance,236,1784645528052000000,1784645528052944112,1784645528052944453,1784645528052944873,1784645528052000000,1784645528052944112,11099605836683,944873,1784645528052000000,1784645528052656656,200247631398,944873,3000000,500000000,true,-,kLead,entry,3,kEntrySubmit,kShort,432345564227567631,kOpenShort,kSell,false,,kCancelled,kImmediateOrCancel,kUnknown,0.9937,0.9935,,0.0001,2,2,10,,0,10,10,0,0,0,1.0,,kNone,,,,,,0.0002,,,,,,,,,,,,,,,,,,,,5680085,11844582193417249,1784645528052951227,1784645528052957960,11844582193423649,11844582199097024,1784645528055000000,cancelled,ioc_not_full_cancel,1784645528056000000,1784645528055000000,1784645528056000000,1784645528058844840,11844582199310519,,,,11099605838837,200247632306,,,,,,,11099605838995,200247632306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784645528052951260,1784645528058631345,1784645528058852188,submitted_v1,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567632,16,0,t-432345564227567632,16,,1463475240396533763,bitget,BSBUSDT,91,kBinance,91,1784645608039000000,1784645608040422461,1784645608040422912,1784645608040424052,1784645608039000000,1784645608040422461,11099615002886,1424052,1784645608038000000,1784645608038482805,429481888238,2424052,3000000,500000000,true,-,kLead,entry,1,kEntrySubmit,kShort,432345564227567632,kOpenShort,kSell,false,,kCancelled,kImmediateOrCancel,kUnknown,0.13719,0.13716,,1e-05,3,3,72,,0,72,72,0,0,0,1.0,,kNone,,,,,,0.0002,,,,,,,,,,,,,,,,,,,,5709224,11844662180902260,1784645608040436447,1784645608040442359,11844662180908048,11844662186611384,1784645608042000000,cancelled,ioc_not_full_cancel,1784645608044000000,1784645608042000000,1784645608044000000,1784645608046308021,11844662186773701,,,,11099615003561,429481888464,,,,,,,11099615003561,429481888464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784645608040436480,1784645608046145704,1784645608046315651,submitted_v1,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567633,17,0,t-432345564227567633,17,,1463476995750506497,bitget,SKHYUSDT,502,kBinance,502,1784646026548000000,1784646026549022993,1784646026549023414,1784646026549024874,1784646026548000000,1784646026549022993,11099658148553,1024874,1784646026539000000,1784646026540101779,429496037240,10024874,3000000,500000000,true,-,kLead,entry,1,kEntrySubmit,kLong,432345564227567633,kOpenLong,kBuy,false,,kCancelled,kImmediateOrCancel,kUnknown,166.44,166.47,,0.01,3,3,0.06,,0,0.06,0.06,0,0,0,1.0,,kNone,,,,,,6.5e-05,,,,,,,,,,,,,,,,,,,,5700098,11845080689502607,1784646026549036626,1784646026549045300,11845080689510991,11845080695202438,1784646026551000000,cancelled,ioc_not_full_cancel,1784646026553000000,1784646026551000000,1784646026552000000,1784646026555016209,11845080695481889,,,,11099658150381,429496038505,,,,,,,11099658150539,429496038505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784646026549036660,1784646026554736758,1784646026555026155,submitted_v1,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567634,18,0,t-432345564227567634,18,,1463477487113220145,bitget,MRVLUSDT,498,kBinance,498,1784646143698000000,1784646143699739444,1784646143699739917,1784646143699740799,1784646143698000000,1784646143699739444,11099674856946,1740799,1784646143699000000,1784646143699326107,664605864766,740799,3000000,500000000,true,-,kLead,entry,1,kEntrySubmit,kShort,432345564227567634,kOpenShort,kSell,false,,kFilled,kUnknown,kUnknown,207.77,207.73,,0.01,4,4,0.04,,0.04,0,0,1,207.77,207.77,1.0,8.3108,kNone,0,0,0,0,4,6.5e-05,0.000540202,config_estimated,,,,,,,,,,,,,,,,,,5618466,11845197840218070,1784646143699752349,1784646143699760822,11845197840226511,11845197845836530,1784646143701000000,filled,,1784646143704000000,1784646143701000000,1784646143703000000,1784646143706018006,11845197846483686,,,,11099674861796,664605865335,,,,,11099674862051,664605865400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784646143699752384,1784646143705370850,1784646143706031130,submitted_v1,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567635,18,0,t-432345564227567635,19,,1463477487247437844,bitget,MRVLUSDT,498,kBitget,498,1784646143731000000,1784646143731706582,1784646143731707023,1784646143731707315,1784646143728000000,1784646143729474606,11099674880060,3707315,1784646143731000000,1784646143731706582,664605866914,707315,3000000,500000000,true,-,kLag,exit,1,kExitSubmit,kShort,432345564227567634,kCloseShort,kBuy,true,,kCancelled,kImmediateOrCancel,kUnknown,207.69,207.73,,0.01,4,4,0.04,,0,0.04,0.04,0,0,0,1.0,,kNone,,,,,,6.5e-05,,,,,,,,,,,,,,,,,,,,5380108,11845197872176119,1784646143731710412,1784646143731714982,11845197872180660,11845197877556228,1784646143733000000,cancelled,ioc_not_full_cancel,1784646143735000000,1784646143733000000,1784646143735000000,1784646143737484905,11845197877950584,,,,11099674885781,664605867278,,,,,,,11099674885781,664605867278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784646143731710440,1784646143737090548,1784646143737488641,submitted_v1,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567636,18,0,t-432345564227567636,20,,1463477487390044186,bitget,MRVLUSDT,498,kBinance,498,1784646143765000000,1784646143765993662,1784646143765994046,1784646143765994484,1784646143765000000,1784646143765993662,11099674907542,994484,1784646143764000000,1784646143764737892,664605869013,1994484,3000000,500000000,true,-,kLead,exit,1,kExitSubmit,kShort,432345564227567634,kCloseShort,kBuy,true,,kFilled,kUnknown,kUnknown,207.78,207.86,,0.01,8,8,0.04,,0.04,0,0,1,207.78,207.78,1.0,8.3112,kNone,0,0,0,0,8,6.5e-05,0.000540228,config_estimated,,,,,,,,,,,,,,,,,,5411380,11845197906463026,1784646143765997317,1784646143766001456,11845197906467136,11845197911874404,1784646143767000000,filled,,1784646143770000000,1784646143767000000,1784646143769000000,1784646143771993702,11845197912459482,,,,11099674911670,664605869296,,,,,11099674911670,664605869296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784646143765997345,1784646143771408725,1784646143771997987,submitted_v1,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567637,19,0,t-432345564227567637,21,,1463477941712859136,bitget,HYPEUSDT,210,kBinance,210,1784646252083000000,1784646252084011749,1784646252084012229,1784646252084012814,1784646252083000000,1784646252084011749,11099689130917,1012814,1784646252069000000,1784646252069733724,374314465478,15012814,3000000,500000000,true,-,kLead,entry,1,kEntrySubmit,kLong,432345564227567637,kOpenLong,kBuy,false,,kCancelled,kImmediateOrCancel,kUnknown,61.77,61.783,,0.001,13,13,0.16,,0,0.16,0.16,0,0,0,1.0,,kNone,,,,,,0.00015,,,,,,,,,,,,,,,,,,,,5784094,11845306224488909,1784646252084023187,1784646252084029492,11845306224495181,11845306230272995,1784646252086000000,cancelled,ioc_not_full_cancel,1784646252088000000,1784646252086000000,1784646252087000000,1784646252089926319,11845306230391999,,,,11099689133237,374314466295,,,,,,,11099689133237,374314466295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784646252084023222,1784646252089807316,1784646252089933802,submitted_v1,
