run_id,latency_key,local_order_id,exchange_order_id,symbol,symbol_id,position_id,position_direction,order_role,action,side,reduce_only,status,finish_reason,reject_reason,request_sequence,encoded_request_id,request_send_local_ns,ack_local_receive_ns,response_local_receive_ns,order_finished_local_ns,ack_exchange_ns,response_exchange_ns,accepted_exchange_ns,finish_exchange_ns,ack_rtt_ns,response_rtt_ns,send_to_ack_local_ns,send_to_response_local_ns,send_to_finish_local_ns,ack_to_finish_local_ns,ack_exchange_to_local_ns,response_exchange_to_local_ns,exchange_lifecycle_ns,warnings
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711766,288230376151711766,88664618535507507,INJ_USDT,12,8,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,23,144115188075855895,1779717753806793663,1779717753811547008,0,1779717753817544326,1779717753808623000,0,0,1779717753810000000,4753345,0,4753345,-1779717753806793663,10750663,5997318,2924008,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711767,288230376151711767,206602634295687075,ZEC_USDT,6,10,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,24,144115188075855896,1779717755388545895,1779717755394546965,0,1779717755412542792,1779717755390342000,0,0,1779717755407000000,6001070,0,6001070,-1779717755388545895,23996897,17995827,4204965,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711768,288230376151711768,51509920984605842,DASH_USDT,9,1,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,25,144115188075855897,1779717755388865325,1779717755395963004,0,1779717755418542952,1779717755394101000,0,0,1779717755413000000,7097679,0,7097679,-1779717755388865325,29677627,22579948,1862004,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711769,288230376151711769,294985777052812467,RAVE_USDT,5,1,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,26,144115188075855898,1779717770468665144,1779717770473546476,0,1779717770479554336,1779717770470553000,0,0,1779717770475000000,4881332,0,4881332,-1779717770468665144,10889192,6007860,2993476,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711770,288230376151711770,88664618535510941,INJ_USDT,12,9,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,27,144115188075855899,1779717808657551219,1779717808663546725,0,1779717808663557468,1779717808659509000,0,0,1779717808661000000,5995506,0,5995506,-1779717808657551219,6006249,10743,4037725,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711771,288230376151711771,206602634295716955,ZEC_USDT,6,11,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,28,144115188075855900,1779717922127553941,1779717922133547579,0,1779717922145553421,1779717922129297000,0,0,1779717922142000000,5993638,0,5993638,-1779717922127553941,17999480,12005842,4250579,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711772,288230376151711772,206602634295745159,ZEC_USDT,6,12,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,29,144115188075855901,1779717975544272241,1779717975547935390,0,1779717975607544924,1779717975546059000,0,0,1779717975601000000,3663149,0,3663149,-1779717975544272241,63272683,59609534,1876390,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711773,288230376151711773,88664618535521258,INJ_USDT,12,10,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,30,144115188075855902,1779718023067556405,1779718023073548618,0,1779718023085545461,1779718023069401000,0,0,1779718023077000000,5992213,0,5992213,-1779718023067556405,17989056,11996843,4147618,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711774,288230376151711774,175640389419780022,SUI_USDT,11,2,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,31,144115188075855903,1779718140009557812,1779718140015549973,0,1779718140021545495,1779718140011393000,0,0,1779718140013000000,5992161,0,5992161,-1779718140009557812,11987683,5995522,4156973,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711775,288230376151711775,175640389419780315,SUI_USDT,11,3,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,32,144115188075855904,1779718140430177880,1779718140435548038,0,1779718140447543138,1779718140432047000,0,0,1779718140434000000,5370158,0,5370158,-1779718140430177880,17365258,11995100,3501038,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711776,288230376151711776,88664618535533635,INJ_USDT,12,11,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,33,144115188075855905,1779718267758555586,1779718267764548138,0,1779718267764560380,1779718267760466000,0,0,1779718267761000000,5992552,0,5992552,-1779718267758555586,6004794,12242,4082138,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711777,288230376151711777,206602634295849198,ZEC_USDT,6,13,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,34,144115188075855906,1779718598545702378,1779718598556547259,0,1779718598592543699,1779718598554617000,0,0,1779718598586000000,10844881,0,10844881,-1779718598545702378,46841321,35996440,1930259,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711778,288230376151711778,88664618535544528,INJ_USDT,12,12,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,35,144115188075855907,1779718601623567560,1779718601628546062,0,1779718601844543444,1779718601626205000,0,0,1779718601837000000,4978502,0,4978502,-1779718601623567560,220975884,215997382,2341062,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711779,288230376151711779,88664618535545318,INJ_USDT,12,13,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,36,144115188075855908,1779718612221413384,1779718612225170646,0,1779718612260542616,1779718612223282000,0,0,1779718612255000000,3757262,0,3757262,-1779718612221413384,39129232,35371970,1888646,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711780,288230376151711780,88664618535547252,INJ_USDT,12,14,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,37,144115188075855909,1779718663314097195,1779718663319548533,0,1779718663343545403,1779718663315907000,0,0,1779718663339000000,5451338,0,5451338,-1779718663314097195,29448208,23996870,3641533,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711781,288230376151711781,88664618535567817,INJ_USDT,12,15,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,38,144115188075855910,1779719111929112420,1779719111934548847,0,1779719111940544403,1779719111930930000,0,0,1779719111933000000,5436427,0,5436427,-1779719111929112420,11431983,5995556,3618847,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711783,288230376151711783,206602634295971010,ZEC_USDT,6,14,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,40,144115188075855912,1779719172171523913,1779719172390546936,0,1779719172462551598,1779719172176961000,0,0,1779719172457000000,219023023,0,219023023,-1779719172171523913,291027685,72004662,213585936,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711782,288230376151711782,61643021137151849,ENA_USDT,13,1,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,39,144115188075855911,1779719172157230917,1779719172162548120,0,1779719172492543442,1779719172159173000,0,0,1779719172485000000,5317203,0,5317203,-1779719172157230917,335312525,329995322,3375120,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711784,288230376151711784,206602634295976791,ZEC_USDT,6,15,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,41,144115188075855913,1779719213954803799,1779719213971810193,0,1779719214007544591,1779719213969921000,0,0,1779719214000000000,17006394,0,17006394,-1779719213954803799,52740792,35734398,1889193,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711785,288230376151711785,206602634295987938,ZEC_USDT,6,16,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,42,144115188075855914,1779719244906552639,1779719244912547922,0,1779719244918550069,1779719244908722000,0,0,1779719244915000000,5995283,0,5995283,-1779719244906552639,11997430,6002147,3825922,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711786,288230376151711786,63894851026697099,ETH_USDT,1,1,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,43,144115188075855915,1779719270877714047,1779719270883547323,0,1779719270961545068,1779719270879658000,0,0,1779719270953000000,5833276,0,5833276,-1779719270877714047,83831021,77997745,3889323,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711787,288230376151711787,88664618535575363,INJ_USDT,12,16,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,44,144115188075855916,1779719271672018986,1779719271675767499,0,1779719271903543207,1779719271673802000,0,0,1779719271896000000,3748513,0,3748513,-1779719271672018986,231524221,227775708,1965499,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711788,288230376151711788,88664618535575994,INJ_USDT,12,17,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,45,144115188075855917,1779719277441548538,1779719277447547133,0,1779719277459543351,1779719277443380000,0,0,1779719277452000000,5998595,0,5998595,-1779719277441548538,17994813,11996218,4167133,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711789,288230376151711789,88664618535576792,INJ_USDT,12,18,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,46,144115188075855918,1779719292015547993,1779719292021545962,0,1779719292027544255,1779719292017473000,0,0,1779719292021000000,5997969,0,5997969,-1779719292015547993,11996262,5998293,4072962,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711790,288230376151711790,206602634296019571,ZEC_USDT,6,17,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,47,144115188075855919,1779719422721338982,1779719422725549093,0,1779719422743544714,1779719422723101000,0,0,1779719422735000000,4210111,0,4210111,-1779719422721338982,22205732,17995621,2448093,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711791,288230376151711791,206602634296025164,ZEC_USDT,6,18,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,48,144115188075855920,1779719460603457834,1779719460608546995,0,1779719460650544246,1779719460605458000,0,0,1779719460643000000,5089161,0,5089161,-1779719460603457834,47086412,41997251,3088995,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711792,288230376151711792,206602634296035497,ZEC_USDT,6,19,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,49,144115188075855921,1779719478622552274,1779719478628547523,0,1779719478736544904,1779719478624459000,0,0,1779719478729000000,5995249,0,5995249,-1779719478622552274,113992630,107997381,4088523,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711793,288230376151711793,223491133160831607,SIREN_USDT,7,1,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,50,144115188075855922,1779719502761579706,1779719502766549616,0,1779719502772543941,1779719502763352000,0,0,1779719502768000000,4969910,0,4969910,-1779719502761579706,10964235,5994325,3197616,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711794,288230376151711794,260082878984847487,PROVE_USDT,4,4,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,51,144115188075855923,1779719553632248025,1779719553637135071,0,1779719553695552002,1779719553635066000,0,0,1779719553685000000,4887046,0,4887046,-1779719553632248025,63303977,58416931,2069071,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711795,288230376151711795,206602634296084156,ZEC_USDT,6,20,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,52,144115188075855924,1779719580012552198,1779719580018549571,0,1779719580054550521,1779719580014377000,0,0,1779719580052000000,5997373,0,5997373,-1779719580012552198,41998323,36000950,4172571,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711796,288230376151711796,206602634296085891,ZEC_USDT,6,21,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,53,144115188075855925,1779719581884547467,1779719581890546902,0,1779719581932543275,1779719581886322000,0,0,1779719581926000000,5999435,0,5999435,-1779719581884547467,47995808,41996373,4224902,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711797,288230376151711797,206602634296088148,ZEC_USDT,6,22,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,54,144115188075855926,1779719582803234916,1779719582808545748,0,1779719582868542570,1779719582805018000,0,0,1779719582861000000,5310832,0,5310832,-1779719582803234916,65307654,59996822,3527748,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711798,288230376151711798,51509920984625907,DASH_USDT,9,2,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,55,144115188075855927,1779719582815468037,1779719582820545749,0,1779719582874543025,1779719582817248000,0,0,1779719582870000000,5077712,0,5077712,-1779719582815468037,59074988,53997276,3297749,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711799,288230376151711799,206602634296088605,ZEC_USDT,6,23,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,56,144115188075855928,1779719582868792653,1779719582874549110,0,1779719582928543050,1779719582870599000,0,0,1779719582921000000,5756457,0,5756457,-1779719582868792653,59750397,53993940,3950110,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711800,288230376151711800,206602634296089331,ZEC_USDT,6,24,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,57,144115188075855929,1779719582979437563,1779719582983075699,0,1779719583084543650,1779719582981186000,0,0,1779719583077000000,3638136,0,3638136,-1779719582979437563,105106087,101467951,1889699,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711801,288230376151711801,206602634296105916,ZEC_USDT,6,25,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,58,144115188075855930,1779719590361548509,1779719590367546660,0,1779719590386544065,1779719590363420000,0,0,1779719590379000000,5998151,0,5998151,-1779719590361548509,24995556,18997405,4126660,0,0,
20260525_133511_12pair_live_2ticks,20260525_133511_12pair_live_2ticks:288230376151711802,288230376151711802,51509920984627179,DASH_USDT,9,3,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,59,144115188075855931,1779719610319968802,1779719610324547578,0,1779719610330544222,1779719610321789000,0,0,1779719610322000000,4578776,0,4578776,-1779719610319968802,10575420,5996644,2758578,0,0,
